overall_accuracy,overall_avg_response_time,overall_task_completion_rate,overall_retry_count,overall_hint_count,overall_prompt_dependency_score,overall_idle_time_seconds,overall_invalid_touch_count,copy_me_accuracy,match_it_accuracy,my_turn_your_turn_accuracy,do_what_i_say_accuracy,communication_level,social_level,play_level,attention_level
0.656,5.2448,0.6801,2,2,0.2683,47,0,0.929,0.5583,0.5574,0.7612,2,1,1,1
0.7194,9.9787,0.7615,3,3,0.1427,37,2,0.7267,0.7031,0.9265,0.6824,2,2,2,1
0.4693,10.7862,0.5943,4,8,0.7671,5,14,0.5777,0.8168,0.3111,0.1864,0,0,2,0
0.5983,5.0597,0.7157,4,4,0.3423,17,16,0.1949,0.9173,0.5147,0.7058,1,1,2,0
0.5698,6.724,0.4775,1,8,0.7645,8,13,0.8516,0.7468,0.3989,0.2379,1,0,2,0
0.546,4.4412,0.565,0,2,0.3452,47,3,0.5424,0.9221,0.7533,0.1285,0,2,2,2
0.4834,7.4717,0.5083,5,4,0.0376,7,2,0.7447,0.2821,0.4759,0.2804,1,1,0,2
0.5952,6.8124,0.6987,5,6,0.2497,19,14,0.8213,0.8754,0.1661,0.3801,1,0,2,0
0.5884,3.1612,0.4583,0,4,0.3793,43,6,0.6086,0.6295,0.7169,0.2703,1,2,1,2
0.4645,11.1333,0.4407,5,2,0.8764,4,15,0.4661,0.1342,0.4693,0.6282,1,1,0,0
0.5492,3.1353,0.548,3,3,0.4465,14,1,0.3458,0.3356,0.9468,0.4877,1,2,0,2
0.4747,10.6142,0.4961,4,3,0.905,24,1,0.0782,0.591,0.3923,0.8928,1,0,1,0
0.2984,8.5313,0.3966,5,1,0.2465,44,10,0.6221,0.1252,0.1123,0.4146,1,0,0,0
0.5213,3.1872,0.5411,2,7,0.6619,24,14,0.8615,0.3578,0.7279,0.1981,1,2,0,0
0.4081,11.8569,0.5173,4,8,0.892,31,6,0.4002,0.0589,0.7548,0.5874,1,2,0,0
0.3279,6.9673,0.2199,3,10,0.0035,48,8,0.3349,0.1855,0.4628,0.1827,0,1,0,0
0.3913,3.2441,0.5642,2,10,0.3587,21,11,0.1631,0.4544,0.9225,0.1377,0,2,1,1
0.5364,8.8428,0.7089,2,4,0.6165,25,17,0.9246,0.5692,0.0629,0.7824,2,0,1,0
0.5025,7.7464,0.4851,2,8,0.5156,21,4,0.367,0.5382,0.5209,0.7386,1,1,1,0
0.5492,2.59,0.6209,3,4,0.6171,50,16,0.6697,0.4437,0.3049,0.6083,1,0,1,0
0.5563,5.9167,0.6072,2,4,0.2117,2,6,0.4968,0.7266,0.8845,0.1397,0,2,2,2
0.4868,9.2821,0.4486,2,2,0.0072,41,14,0.226,0.4726,0.162,0.9209,1,0,1,0
0.5894,5.8528,0.5635,1,3,0.0148,12,18,0.3052,0.8416,0.288,0.8046,1,0,2,1
0.6746,3.5229,0.7769,4,7,0.6122,12,19,0.785,0.788,0.59,0.3516,1,1,2,1
0.5394,2.5456,0.6981,3,6,0.7611,26,9,0.5701,0.166,0.6226,0.9296,2,1,0,0
0.6211,6.0929,0.753,3,0,0.5974,10,2,0.7559,0.8087,0.6146,0.2842,1,1,2,1
0.5443,5.2603,0.4527,5,3,0.2277,23,13,0.6868,0.8785,0.1209,0.3942,1,0,2,0
0.605,8.0881,0.6428,3,1,0.6065,14,19,0.5319,0.2707,0.752,0.7574,1,2,0,0
0.4145,10.3023,0.2982,3,0,0.3713,25,7,0.4632,0.5863,0.1464,0.3042,0,0,1,0
0.4417,3.388,0.4326,1,6,0.0096,45,16,0.1162,0.9133,0.1187,0.6686,0,0,2,1
0.6351,9.2878,0.6903,1,0,0.8803,27,3,0.596,0.0783,0.9283,0.9444,2,2,0,0
0.3611,9.1413,0.3539,2,5,0.8929,16,4,0.0707,0.5106,0.1871,0.8302,1,0,1,0
0.5577,3.5271,0.5572,4,8,0.1643,26,8,0.9079,0.3637,0.5463,0.3149,1,1,0,1
0.4866,10.77,0.6039,4,8,0.4026,48,10,0.303,0.4035,0.5753,0.7398,1,1,1,0
0.5384,1.8545,0.6092,3,3,0.4858,3,3,0.6106,0.5966,0.4364,0.5604,1,1,1,2
0.6305,5.2563,0.6225,3,3,0.069,16,16,0.794,0.6306,0.9186,0.367,1,2,1,0
0.3099,7.3972,0.3434,4,6,0.3663,40,18,0.7516,0.1601,0.3367,0.0598,1,0,0,0
0.5072,9.4401,0.3899,2,2,0.3019,45,8,0.1426,0.3002,0.5971,0.845,1,1,0,0
0.6228,7.5523,0.6032,3,7,0.2708,16,8,0.7725,0.4988,0.9412,0.4291,1,2,1,0
0.7211,8.2701,0.8547,0,6,0.066,46,1,0.9392,0.8705,0.3059,0.8075,2,0,2,1
0.5398,8.8128,0.5125,5,9,0.4319,31,8,0.7009,0.2972,0.7283,0.4103,1,2,0,0
0.2619,8.7198,0.2097,1,2,0.4139,5,6,0.1593,0.3865,0.6062,0.0764,0,1,0,2
0.8052,2.6634,0.8788,0,3,0.8998,13,16,0.862,0.382,0.8626,0.9406,2,2,0,1
0.4335,9.4069,0.4849,6,4,0.8434,6,17,0.6015,0.7812,0.2929,0.2033,1,0,2,0
0.4429,3.8712,0.5709,2,1,0.2506,16,15,0.4521,0.1601,0.5248,0.5701,1,1,0,1
0.6565,1.6378,0.6054,4,2,0.2053,49,1,0.5527,0.8356,0.6435,0.7117,1,1,2,2
0.4079,3.117,0.4622,6,2,0.4793,16,9,0.1441,0.2378,0.5815,0.5249,0,1,0,1
0.69,4.725,0.609,3,1,0.8263,14,3,0.3773,0.9276,0.8311,0.5121,1,2,2,2
0.6388,4.2886,0.5772,0,4,0.8806,33,9,0.8386,0.7205,0.2665,0.8547,2,0,2,0
0.3004,5.9372,0.2476,3,7,0.2793,32,15,0.1856,0.502,0.5071,0.0978,0,1,1,0
0.5457,1.8747,0.6708,0,1,0.2529,11,1,0.5266,0.4943,0.4402,0.663,1,1,1,2
0.4499,3.6599,0.5732,2,3,0.7464,44,5,0.2538,0.6082,0.6942,0.4027,0,1,1,1
